Title: A Machine Learning Method to Infer Fundamental Stellar Parameters 
       from Photometric Light Curves  
Authors: Miller A.A., Bloom J.S., Richards J.W., Lee Y.S., Starr D.L., 
         Butler N.R., Tokarz S., Smith N., Eisner J.A. 
Table: SSPP Stellar Parameters for Hectospec Targets
================================================================================
Byte-by-byte Description of file: apj504861t3_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units    Label  Explanations
--------------------------------------------------------------------------------
   1-  7 I7     ---      ID     Source identifier in the UWVSC 
   9- 12 F4.1   ---      P      Target priority for Hectospec observations
  14- 18 A5     ---      Flags  Analyis flags returned by the SSPP (1)
  20- 26 F7.1   K        Teff   Effective temperature (2)
  28- 34 F7.1   K       eTeff   Uncertainty in Teff  (2)
  36- 37 I2     ---    o_Teff   Number of methods used by SSPP to derive Teff
  39- 46 F8.2   [cm/s2]  log(g) Log surface gravity (2)
  48- 55 F8.2   [cm/s2] elog(g) Uncertainty in log(g) (2)
      57 I1     ---    o_log(g) Number of methods used by SSPP to derive log(g)
  59- 66 F8.2   [-]      [Fe/H] Metallicity (2)
  68- 75 F8.2   [-]     e[Fe/H] Uncertainty in [Fe/H] (2)
      77 I1     ---    o_[Fe/H] Number of methods used by SSPP to derive [Fe/H]
--------------------------------------------------------------------------------
Note (1): See Lee et al. 2008a.
Note (2): A -9999.00 indicates a NULL value.
--------------------------------------------------------------------------------
5630058  6.  Nnnnn  4969.9    95.1  3     3.98     0.38 2    -0.35     0.10 1 
5932235  1.  nnbnn -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6006609  6.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6049728  5.  nnBnn  5238.4    60.9  3     4.37     0.07 2    -0.84     0.08 1 
6091269  2.  nnnnn  5853.3    51.1  8     3.95     0.07 6     0.01     0.06 6 
4160988  5.  nnnnn  5481.1    88.9  5     4.34     0.23 4    -0.90     0.14 5 
4216535  5.  Nnnnn  4490.9    41.0  3     4.22     0.05 2    -0.47     0.08 1 
4255921  2.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4445411  7.  nnnnn  5627.1    80.5  6     4.29     0.22 4    -0.71     0.03 2 
4556323  9.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4700788  3.  nnnnn  4870.1    72.2  4     4.50     0.12 4    -0.56     0.11 3 
4717861  7.  nnnnn  5904.8    95.7  7     4.13     0.32 4    -0.57     0.07 4 
4741386  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4810394  2.  nnnnn  5758.6    40.6  8     3.79     0.02 6    -0.02     0.06 6 
5308393  4.  nnBnn  4959.6   125.7  4     3.37     0.39 4    -0.97     0.04 3 
5428366  3.  nnnnn  5723.6    51.3  8     3.85     0.17 6    -0.18     0.01 3 
5457082  3.  nnnnn  4906.1   138.5  4     4.24     0.20 4    -0.24     0.14 1 
5464637  2.  nnnnn  6017.6    38.4  9     4.03     0.14 6    -0.20     0.01 4 
5508958  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5539336  2.  nnnnn  5884.9    45.8  7     3.83     0.23 4    -0.79     0.00 5 
5585323  4.  nnnnn  4279.1    95.6  3     4.17     0.39 3    -0.58     0.10 1 
5867943  3.  Nnnnn  5402.3    36.5  3     3.91     0.03 2    -0.46     0.08 1 
6037417  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4171099  2.  nnnGn  5357.3    72.1  7     3.24     0.22 6    -1.16     0.03 6 
4227645  3.  nnnnn  5683.0   141.0  7     3.80     0.16 6    -0.41     0.15 5 
4246809  3.  nnnnn  5856.9    34.9  8     4.07     0.14 6    -0.35     0.00 5 
4355421  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4455743  7.  nnnnn  5709.6    83.6  4     4.19     0.42 2    -0.77     0.03 1 
4457373  9.  nnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4562519  1.  nnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4668433  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4733187  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4835513  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5143749  6.  nCngn  4938.8   262.0  3     4.72     0.62 3    -1.07     0.05 2 
5178138  6.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5309596  5.  Nnnnn  4281.6    45.7  3     3.64     0.46 2    -0.39     0.08 1 
5401306  7.  nnnnn  5689.8    62.4  6     3.89     0.38 4    -0.61     0.04 5 
5529578  5.  nnBnn  5338.9    78.0  7     3.78     0.04 6    -0.43     0.02 5 
5541342  5.  Nnnnn  4619.9    82.7  3     3.75     0.17 2    -0.44     0.06 1 
5548390  7.  nnnnn  5820.8    31.1  6     4.06     0.18 4    -0.52     0.01 5 
5757531 10.  nnnnn  4785.6    98.1  3     4.21     0.22 2    -0.63     0.09 1 
5817314 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5896386  7.  nnngn  5904.3    81.6  5     1.89     0.85 2    -1.76     0.10 1 
6066696 10.  Nnnnn  4635.8    80.9  3     4.34     0.11 2    -0.63     0.09 1 
4192308  5.  nnnnn  5503.7    56.2  3     4.35     0.19 2    -0.64     0.07 1 
4235698  5.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4315702  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4319785  5.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4378585  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4607382  5.  Nnnnn  4570.7    33.2  3     4.39     0.21 3    -0.38     0.09 1 
4636460  1.  nnnnn  6052.9    47.7  9     3.97     0.07 6     0.00     0.03 6 
4665549  3.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4801804  3.  lnnnn  4390.7    80.5  4     4.37     0.29 4    -0.54     0.09 1 
5091256  5.  nnnnn  5293.8    46.5  7     4.48     0.14 6    -1.17     0.05 4 
5176479  2.  nnnnT  5238.0   611.8  3     4.28     0.26 2    -0.42     0.06 1 
5195896  5.  nnnnn  5472.6    62.3  5     4.23     0.06 3    -0.61     0.04 4 
5243374  9.  nnnnn  6052.6    63.8  5     3.91     0.21 2    -0.41     0.08 1 
5394351  9.  nnnnn  6032.3   152.3  5     3.98     0.43 2    -0.04     0.09 1 
5407031  5.  nnnnn  5519.0    72.2  7     3.92     0.09 6    -0.73     0.06 5 
5445179  2.  nnnnn  5691.1   162.6  3     4.22     0.15 2    -0.58     0.09 2 
5494018  7.  nnnnn  5775.9    53.5  7     4.07     0.29 4    -0.78     0.10 4 
5566583  1.  nnnnc -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5624176  2.  nnnGT  6958.8   126.0 10     3.50     0.28 7    -1.01     0.04 4 
5695166  2.  nnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5706887  2.  nnBGT  7062.2   215.5  8     4.21     0.34 7    -2.97     0.07 3 
5735201 10.  nnnnT  5691.8   123.2  4     4.32     0.38 2    -0.91     0.05 1 
5863634  2.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6085909  2.5 nnBnn  5296.5    69.6  7     4.08     0.04 6    -0.37     0.02 6 
4175102  7.  nnBnn  5728.1    86.5  6     4.04     0.17 4    -0.44     0.07 4 
4240084  5.  NnnGn  4576.0   101.9  3     4.47     0.11 2    -1.03     0.15 1 
4505131  3.  nnnnn  5210.7    63.4  7     3.89     0.09 6    -0.89     0.02 6 
4534874  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4620945  2.  nnnnn  6797.4    32.4 10     3.93     0.18 7    -0.40     0.04 8 
4767305  5.  nnnnn  4503.4    40.3  3     4.40     0.28 3    -0.51     0.09 1 
4783549  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4840346  2.  nnnnn  7204.7    45.1  7     3.39     0.21 5    -2.17     0.03 2 
4841792  7.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5033307  7.  nnnnn  5810.7   155.1  4     3.29     1.19 2    -0.32     0.10 1 
5070112  2.  nnnnn  7651.4   137.6  5     3.72     0.27 5    -1.62     0.02 3 
5109159  5.  nnBnn  5195.6    76.4  7     4.21     0.22 6    -0.54     0.05 5 
5136447  7.  nnnnn  5781.5   146.5  6     3.82     0.40 4    -0.68     0.05 4 
5276998  2.  nnnnn  5134.0    94.8  4     4.46     0.17 4    -0.27     0.03 3 
5278892  5.  nnBnn  5417.8   172.5  4     4.12     0.25 2    -0.52     0.09 1 
5299876  9.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5363761  5.  nnBnn  5312.8   169.4  6     4.41     0.22 4    -0.70     0.09 5 
5399608  8.  nnnnn  6531.9    53.4  5     4.03     0.60 2    -1.51     0.08 1 
5418450  9.  nnnnn  5119.4    71.7  3     3.74     0.33 2    -0.73     0.09 1 
5498713  6.  nnBnn  5685.5    43.0  6     3.71     0.22 3    -0.65     0.07 4 
5584370  4.  nnnnn  5575.6    98.4  8     4.06     0.21 6    -0.35     0.07 4 
5628265 10.  nnnGn  6267.1   109.4  6     3.20     0.44 3    -1.56     0.05 1 
5835347  2.  nnnnn  5278.3    86.1  5     4.36     0.05 5    -0.28     0.09 5 
5925534  2.  nnnnn  7068.9    76.4  7     3.34     0.21 5    -1.51     0.07 4 
6075772  6.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4631579 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4651080  3.  nnnnn  5702.8    61.6  8     4.39     0.16 6    -0.53     0.03 5 
4819562  1.  nnnnn  7103.1    58.9  8     4.51     0.24 5    -1.52     0.07 4 
5141451  9.  lnnnn  4339.1    24.6  3     3.85     0.15 2    -0.10     0.09 1 
5260752  2.  NnnGn  4257.4   216.6  2     3.70     0.23 2    -1.71     0.10 1 
5392137  9.  nnnnn  5960.0    72.5  4     3.51     0.07 2    -0.65     0.04 1 
5549501  6.  nnnnn  5973.9    95.5  6     2.90     0.52 4    -1.30     0.11 4 
6085661 10.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4299751  6.  nnnnn  5514.8    80.2  7     4.32     0.20 6    -0.42     0.04 5 
4460003  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4726207  5.  nnnnn  5377.4    32.1  5     3.83     0.22 4    -0.15     0.06 4 
4753210  1.  nnnnn  5249.9   157.8  5     4.19     0.26 5    -0.30     0.04 2 
5044789  5.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5250151  3.  nnnnn  4800.5   105.4  4     4.37     0.25 4    -1.35     0.21 2 
5289948  5.  nnnnn  5692.8    65.2  7     3.67     0.16 4    -0.89     0.07 4 
5293945  7.  nnnnn  5571.0   109.5  4     4.08     0.42 2    -0.74     0.05 1 
5458706  8.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5718459  8.  nnBnT  5849.0    38.6  4     3.47     0.13 2    -0.63     0.10 1 
6051829  7.  nnnnn  5796.8   108.2  5     3.52     0.08 2    -0.70     0.03 1 
4173925  5.  nnnnn  5503.8   107.3  6     4.26     0.25 4    -0.72     0.10 4 
4197416  5.  nnnnn  5902.2    46.9  9     3.90     0.17 6    -0.69     0.05 6 
4248911  1.  nnnnn  5991.3    33.2  9     4.03     0.12 6    -0.19     0.01 6 
4249010  5.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4268819  5.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4343737  7.  nnBnn  5242.9   120.0  3     4.24     0.06 2    -1.19     0.12 1 
4383838  2.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4504235  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4521311  2.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4604861  3.  lnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4634667  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4714381  3.  nCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4775165 10.  nnnnn  5564.4   205.8  3     3.97     0.71 2    -0.92     0.07 1 
5020463  8.  nnnnn  4705.9    75.2  3     4.15     0.18 2    -0.62     0.09 1 
5131557  3.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5186549  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5385568 10.  nnnnn  5306.2    66.8  3     4.28     0.36 2    -0.95     0.07 1 
5387875  8.  nnnnn  4807.1    92.8  3     4.53     0.05 2    -0.24     0.09 1 
5467276  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5516853  2.  nnnnn  5449.7    71.6  7     4.34     0.01 6    -0.02     0.07 7 
5643598  2.  nnnGn  6927.7    51.7 10     4.08     0.23 7    -1.02     0.05 6 
5922470  4.  nnnnn  5682.1    70.6  8     4.17     0.15 6    -0.35     0.04 3 
5962158  3.  nnnnn  5907.2    37.8  9     4.08     0.10 6    -0.13     0.03 7 
5972578 10.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6004074  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6008985  2.5 nnnnn  5903.8    60.8  9     4.10     0.17 6    -0.77     0.03 5 
4235861  7.  nnnnn  5807.2   102.1  4     4.33     0.22 2    -0.28     0.10 1 
4309993  9.  nnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4387394  5.  lnnnn  4114.7    17.6  1     3.99     0.08 1    -0.97     0.08 1 
4490010  5.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4509576  5.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4535271  2.  nnnnn  5277.4    76.3  7     3.25     0.23 6    -0.56     0.06 4 
4559967  5.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4604097  5.  nnnnn  4508.4    27.1  3     4.34     0.27 3    -0.74     0.23 2 
4717317  7.  nnnnn  5271.6    21.0  3     4.11     0.09 2    -0.70     0.09 1 
4765089  3.  nnnnn  5832.4    49.7  9     3.90     0.13 6    -0.17     0.03 6 
4819597  6.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4868796  5.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5065974  6.  nnnnn  5315.9   144.1  8     3.79     0.24 6    -0.95     0.09 6 
5140747  3.  nnnnn  5682.2    72.0  8     4.38     0.17 6    -0.41     0.05 6 
5158089  5.  nnBnn  5009.1    71.2  3     4.05     0.03 2    -0.12     0.10 1 
5182303  3.  nnnnn  5877.4    53.9  9     4.24     0.15 6    -0.80     0.04 6 
5207519  7.  nnBnn  5501.5   146.4  6     4.20     0.33 4    -0.60     0.00 4 
5322309  9.  nnnnn  5916.5    98.3  4     4.35     0.29 2    -0.71     0.05 1 
5338130  2.  nnngn  4536.1   250.0  3     3.50     0.91 3    -2.01     0.10 1 
5436171  5.  nnnnn  5540.0   127.2  7     3.94     0.21 6    -0.49     0.04 5 
5485707  8.  nnnnn  5682.5    65.6  6     3.90     0.31 4    -0.85     0.09 3 
5751763 10.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5891377  3.  nnnnn  4385.8    62.7  4     4.50     0.20 4    -0.97     0.17 3 
5961321 10.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6021488  6.  nCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4160774  7.  Nnnnn  4636.3    24.2  3     4.43     0.02 2    -0.60     0.09 1 
4225960  1.  nnnnn  6841.3    55.7 10     3.78     0.35 7    -0.87     0.03 8 
4279631  2.  nnnnn  5257.4    35.3  7     3.56     0.17 6    -0.86     0.04 7 
4367710  1.  nnnnn  5655.3   155.1  8     3.92     0.26 6    -0.99     0.06 6 
4490359  2.  nnnnn  6059.0    53.8  7     3.98     0.35 4    -0.60     0.07 4 
4533882  9.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4639302  5.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4736929  1.  nnnnn  7561.0   111.5  6     4.26     0.22 4    -1.35     0.13 3 
4779739  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4831132  5.  Nnngn  4352.4    94.9  2     4.06     0.08 2    -1.35     0.10 1 
5044528  8.  nnnnT  5282.0   167.0  5     4.29     0.06 4    -0.88     0.07 4 
5121325  3.  nnnnn  5719.9    82.6  7     4.31     0.16 6    -0.30     0.04 5 
5122448  2.  nnnnn  8418.8   114.8  4     4.49     0.12 3    -2.57     0.27 1 
5183168  2.  nnnnn  8024.5    93.5  5     4.35     0.09 4    -0.64     0.05 1 
5243827  3.  nnnnn  5924.4    51.9  9     4.21     0.17 6    -0.93     0.02 5 
5337546  8.  nnnnT  5958.3   249.7  3     3.68     0.30 2    -0.91     0.05 1 
5360966  2.5 nnnnn  5312.5     5.1  5     4.09     0.40 4    -0.72     0.22 3 
5766774  5.  nnBnn  5187.4    32.3  4     4.37     0.26 4    -0.41     0.10 4 
5768051  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5790193  2.  nnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5835769  6.  nnnnn  5930.2    68.2  9     4.22     0.15 6    -0.80     0.04 6 
5865250  3.  nnnnn  6010.8    43.1  9     4.06     0.12 6    -0.14     0.02 6 
5895801  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6037061  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6053852  3.  nnnnn  5759.4    49.9  9     4.11     0.12 6    -0.12     0.01 6 
4160472  2.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4332532  5.  nnnnn  5278.4    42.6  5     4.01     0.06 4    -0.71     0.05 3 
4361284  5.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4414762  5.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4475205  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4509263  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4531022  1.  nnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4650230  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4705540  9.  nnnnT  5750.7   374.3  3     4.02     0.75 2    -0.51     0.10 1 
4742528  5.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5097107  5.  nnnnn  4675.8    19.6  3     4.61     0.14 3    -0.91     0.09 1 
5105195  1.  nCnnT  5908.0   141.4  8     4.18     0.12 6    -0.82     0.05 7 
5106012  5.  nnnnn  5859.4    90.9  9     4.27     0.13 6    -0.55     0.01 6 
5174565  2.  nnnnn  5515.6    66.1  7     4.25     0.11 6     0.01     0.06 6 
5284525  2.  nnnnn  5444.6    88.5  5     4.25     0.14 5    -0.55     0.03 5 
5308321  2.  nnnnn  5866.3    49.5  7     3.56     0.13 4    -0.29     0.12 4 
5337384  5.  nnBnn  5480.7   132.1  5     3.96     0.12 5    -0.31     0.11 4 
5490864  5.  nnnnn  4787.2   219.2  4     4.32     0.26 4    -0.89     0.08 2 
5551911  8.  Nnnnn  4793.1    67.6  3     4.51     0.06 2    -0.44     0.09 1 
5617328  6.  nnBnn  5109.7    74.8  5     4.35     0.02 5    -0.48     0.03 3 
5691914  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5855696 10.  nnBgn  4818.5    40.7  3     4.27     0.05 2    -1.17     0.10 1 
5897834 10.  nnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5968591  2.  nnnnn  5100.4   109.6  5     3.38     0.08 5    -0.27     0.01 4 
6037990 10.  nnnGn  5989.8    60.2  5     3.64     0.08 2    -1.01     0.09 1 
4208784  9.  NCnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4244703  3.  nnnnn  6402.1    33.9 10     3.67     0.05 7    -0.58     0.03 5 
4369815  5.  Nnngn  4404.1    20.9  3     4.09     0.03 2    -1.29     0.09 1 
4509613  6.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4594010  2.  nnnnn  5382.6    72.2  7     3.96     0.12 6    -0.42     0.04 6 
4629159  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4721166  9.  nnnnn  5841.4    72.2  4     3.74     0.32 2    -0.70     0.06 1 
4791181  9.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5042780  5.  nnBnn  5450.2    95.8  5     4.30     0.15 5    -0.34     0.08 4 
5072977  8.  nnnnn  5537.1    45.5  6     4.06     0.25 4    -0.49     0.03 4 
5153522  7.  nnnnn  6022.8   146.2  4     3.94     0.42 2    -0.55     0.09 1 
5296200  5.  NnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5345581  5.  Nnnnn  4487.2    61.3  3     4.17     0.06 2    -0.74     0.10 1 
5384884  3.  lnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5398554  5.  Nnnnn  4079.2    17.1  1     4.17     0.20 1    -0.94     0.09 1 
5469581  5.  nnnnn  4901.8    80.5  3     3.91     0.40 3    -0.42     0.10 1 
5744070  6.  nnnnn  4822.9    93.2  4     4.41     0.17 4    -0.83     0.08 3 
5756364 10.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5807589  6.  Nnnnn  4814.0    71.7  3     4.17     0.23 2    -0.47     0.10 1 
5840056  5.  nnnnn  5526.4    68.7  8     4.27     0.12 6    -0.40     0.04 6 
5869851  2.  nnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5920450  2.  nnBnn  5774.5   112.6  5     4.21     0.11 2    -0.57     0.04 1 
5950102  5.  nnnnn  5541.8    32.5  5     3.97     0.01 4    -0.70     0.03 3 
5967469 10.  NnnnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4307712  8.  nnnnn  5163.6   106.2  3     4.20     0.37 2    -0.54     0.10 1 
4382260  9.  nnnnn  5712.7   137.9  4     4.21     0.33 2    -0.97     0.09 1 
4455770  6.  nnnnn  4993.3    62.6  3     4.38     0.07 2    -0.21     0.09 1 
4491253  5.  nnnnn  5862.9   103.4  7     3.68     0.48 4    -0.75     0.10 4 
4552522  1.  nnnnc -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4619730  5.  nnnnn  5227.1   231.9  3     3.05     0.01 2    -0.56     0.09 1 
4627992  2.  nnnnn  5863.8    66.0  9     4.11     0.15 6    -0.19     0.00 6 
4631287  5.  nnnnn  4580.8   148.8  4     4.12     0.25 4    -0.33     0.10 1 
4771866  9.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4834314  5.  Nnnnn  4538.7    87.6  3     4.18     0.24 2    -0.40     0.07 1 
5158679  2.5 nCngn  4853.3    98.1  1     3.80     0.11 1    -1.19     0.09 1 
5176972  7.  nnnnn  5749.8    54.3  4     3.86     0.28 2    -0.34     0.04 1 
5211996  3.  nnnnn  5882.8   101.8  8     4.29     0.18 6    -0.42     0.08 7 
5238054  5.  nnnnn  5895.7    10.7  4     4.03     0.24 2    -0.61     0.05 1 
5479247  6.  NCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5573980  6.  lCnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
5721978  5.  lnnnn  4320.8   269.3  2     4.06     0.13 1    -0.65     0.09 1 
5774426 10.  Nnnnn  4915.4    40.3  3     4.52     0.01 2    -0.45     0.10 1 
5867006  2.  nnnnn  4578.5   141.6  4     4.08     0.14 3    -0.34     0.09 2 
5993614  4.  nnnnn  5562.2    51.0  8     4.33     0.15 6    -0.51     0.02 6 
6035890 10.  NnBnX -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
6101403  6.  nnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4247480  5.  nnBnn  5382.5    96.1  5     4.24     0.02 5    -0.45     0.06 4 
4428097  3.  nnnnR -9999.0 -9999.0  0 -9999.00 -9999.00 0 -9999.00 -9999.00 0 
4534624  2.  nnnnn  7380.6    47.5  6     4.27     0.13 5    -0.31     0.12 3 
4550137  5.  nnnnn  5151.8    98.0  5     4.28     0.24 5    -0.90     0.08 5 
4570339  5.  Nnnnn  4687.5    52.7  3     4.50     0.25 3    -0.27     0.07 1 
4581620  2.5 nnnnn  6285.8   127.2  6     2.14     0.93 3    -1.62     0.19 3 
4703364  5.  nnnnn  5213.2    92.4  5     4.59     0.12 5    -0.97     0.01 3 
5014056  2.5 nnnnn  5229.9   148.7  3     3.83     0.03 2    -0.89     0.08 1 
5050486  5.  nnnnn  5544.1    67.9  8     4.40     0.16 6    -0.62     0.04 5 
5080927  2.  nnnnn  5672.6    83.0  8     4.21     0.13 6    -0.30     0.02 6 
5102608  6.  nnnnT  5729.4   227.7  4     4.43     0.05 4    -0.83     0.19 3 
5150184 10.  nnnnn  5958.4    89.2  4     4.16     0.43 2    -0.80     0.10 1 
